ticker,company name,short name
SNMP,Sanchez Midstream Partners LP,Sanchez Midstream Partners
SNN,Smith & Nephew SNATS,Smith & Nephew SNATS
SNNA,Sienna Biopharmaceuticals,Sienna Biopharmaceuticals
SNOA,Sonoma Pharmaceuticals,Sonoma Pharmaceuticals
SNOW,Snowflake,Snowflake Inc
SNP,China Petroleum & Chemical,China Petroleum & Chemical
SNPS,Synopsys,Synopsys
SNR,New Senior Investment Group,New Senior Investment
SNSS,Sunesis Pharmaceuticals,Sunesis Pharmaceuticals
SNV,Synovus Financialp.,Synovus Financial
SNX,Synnex,Synnex
SNY,Sanofi,Sanofi
SO,Southernpany (The),Southern Company (The)
SOCL,Global X Social Media ETF,Global X Social Media ETF
SOGO,Sogou American Depositary Shares each representing one Class A,Sogou American Depositary Shares each representing one
SOHO,Sotherly Hotels,Sotherly Hotels
SOHU,Sohu.com Limited,Sohu.com Limited
SOI,Solaris Oilfield Infrastructure Class A,Solaris Oilfield Infrastructure
SOIL,Global X Fertilizers/Potash,Global X Fertilizers/Potash
SOL,Renesola. ADR,Renesola
SOLO,Electrameccanica Vehiclesp..,Electrameccanica Vehicles
SON,Sonoco Productspany,Sonoco Products Company
SONA,Southern National Bancorp of Virginia,Southern National Bancorp of Virginia
SONO,Sonos,Sonos
SOR,Source Capital,Source Capital
SORL,SORL Auto Parts,SORL Auto Parts
SOXL,Direxion Daily Semiconductor Bull 3x Shares,Direxion Daily Semiconductor Bull 3x Shares
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,iShares PHLX SOX Semiconductor Sector Index Fund
SOYB,Teucrium Soybean Fund ETV,Teucrium Soybean Fund ETV
SP,SP Plus,SP Plus
SPA,Sparton,Sparton
SPAB,SPDR Portfolio Aggregate Bond,SPDR Portfolio Aggregate Bond
SPAQ,Spartan Energy Acquisitionp Class A,Spartan Energy Acquisition
SPAR,Spartan Motors,Spartan Motors
SPB,Spectrum Brands Holdings,Spectrum Brands
SPCB,SuperCom.,SuperCom
SPDW,SPDR Portfolio Developed World ex-US,SPDR Portfolio Developed World ex-US
SPE,Special Opportunities Fund,Special Opportunities Fund
SPEM,SPDR Index Shares Fund Portfolio Emerging Markets,SPDR Index Shares Fund Portfolio Emerging Markets
SPEX,Spherixrporated,Spherix Incorporated
SPFF,Global X SuperIncome Preferred,Global X SuperIncome Preferred
SPG,Simon Property Group,Simon Property
SPGI,S&P Global,S&P Global
SPH,Suburban Propane Partners L.P.,Suburban Propane Partners
SPHB,Invesco S&P 500 High Beta,Invesco S&P 500 High Beta
SPHD,Invesco S&P 500 High Dividend Low Volatility,Invesco S&P 500 High Dividend Low Volatility
SPHQ,Invesco S&P 500 Quality,Invesco S&P 500 Quality
SPHS,Sophiris Bio,Sophiris Bio
SPI,SPI Energy.,SPI Energy Co.
SPIB,SPDR Portfolio Intermediate Termporate Bond,SPDR Portfolio Intermediate Term Corporate Bond
SPKE,Spark Energy,Spark Energy
SPLB,SPDR Portfolio Long Termporate Bond,SPDR Portfolio Long Term Corporate Bond
SPLG,SPDR Series Trust Portfolio Large Cap,SPDR Series Trust Portfolio Large Cap
SPLK,Splunk,Splunk
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,Steel Partners PARTNERSHIP UNIT
SPLV,Invesco S&P 500 Low Volatility,Invesco S&P 500 Low Volatility
SPMD,SPDR Portfolio Mid Cap,SPDR Portfolio Mid Cap
SPN,Superior Energy Services,Superior Energy Services
SPNE,SeaSpine Holdings,SeaSpine
SPNS,Sapiens International N.V.,Sapiens International N.V.
SPOK,Spok Holdings,Spok
SPOT,Spotify Technology S.A.,Spotify Technology S.A.
SPPI,Spectrum Pharmaceuticals,Spectrum Pharmaceuticals
SPPP,Sprott Physical Platinum and Palladium Trust,Sprott Physical Platinum and Palladium Trust
SPR,Spirit Aerosystems Holdings,Spirit Aerosystems
SPRO,Spero Therapeutics,Spero Therapeutics
SPRT,Support.com,Support.com
SPSB,SPDR Portfolio Short Termporate Bond,SPDR Portfolio Short Term Corporate Bond
SPSC,SPSmerce,SPS Commerce
SPTL,SPDR Portfolio Long Term Treasury,SPDR Portfolio Long Term Treasury
SPTM,SPDR Portfolio Total Stock Market,SPDR Portfolio Total Stock Market
SPTN,SpartanNashpany,SpartanNash Company
SPTS,SPDR Portfolio Short Term Treasury,SPDR Portfolio Short Term Treasury
SPWH,Sportsman's Warehouse Holdings,Sportsman's Warehouse
SPWR,SunPower,SunPower
SPXC,SPX,SPX
SPXL,Direxion Daily S&P 500 Bull 3X Shares,Direxion Daily S&P 500 Bull 3X Shares
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Nuveen S&P 500 Dynamic Overwrite Fund
SPY,SPDR S&P 500,SPDR S&P 500
SPYG,SPDR Series Trust Portfolio S&P 500 Growth,SPDR Series Trust Portfolio S&P 500 Growth
SPYV,SPDR Series Trust Portfolio S&P 500 Value,SPDR Series Trust Portfolio S&P 500 Value
SQ,Square Class A,Square
SQBG,Sequential Brands Group,Sequential Brands
SQM,Sociedad Quimica y Minera S.A.,Sociedad Quimica y Minera S.A.
SQNS,Sequansmunications S.A. American Depositary Shares each representing one,Sequans Communications S.A. American Depositary Shares each representing one
SQQQ,ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ
SR,Spire,Spire
SRAX,Social Reality,Social Reality
SRC,Spirit Realty Capital,Spirit Realty Capital
SRCE,1st Source,1st Source
SRCI,SRC Energy,SRC Energy
SRCL,Stericycle,Stericycle
SRDX,Surmodics,Surmodics
SRE,Sempra Energy,Sempra Energy
SREV,ServiceSource International,ServiceSource International
SRF,Cushing Energyme Fund of Beneficial Interest,Cushing Energy Income Fund of Beneficial Interest
SRG,Seritage Growth Properties Class A,Seritage Growth Properties
SRI,Stoneridge,Stoneridge
SRLP,Sprague Resources LP representing Limited Partner Interests,Sprague Resources representing Limited Partner Interests
SRNE,Sorrento Therapeutics,Sorrento Therapeutics
SRPT,Sarepta Therapeutics,Sarepta Therapeutics
SRRA,Sierra Oncology,Sierra Oncology
SRRK,Scholar Rock Holding,Scholar Rock Holding
SRT,StarTek,StarTek
SRTS,Sensus Healthcare,Sensus Healthcare
SRV,Cushing MLP & Infrastructure Total Return Fund,Cushing MLP & Infrastructure Total Return Fund
SSB,South State,South State
SSBI,Summit State Bank,Summit State Bank
SSD,Simpson Manufacturingpany,Simpson Manufacturing Company
SSFN,Stewardship Financialp,Stewardship Financial
SSG,ProShares UltraShort Semiconductors,ProShares UltraShort Semiconductors
SSI,Stage Stores,Stage Stores
SSKN,Strata Skin Sciences,Strata Skin Sciences
SSL,Sasol. American Depositary Shares,Sasol American Depositary Shares
SSLJ,SSLJ.com Limited,SSLJ.com Limited
SSNC,SS&C Holdings,SS&C
SSNT,SilverSun,SilverSun
SSO,ProShares Ultra S&P500,ProShares Ultra S&P500
SSP,E.W. Scrippspany (The),E.W. Scripps Company (The)
SSRM,SSR Mining,SSR Mining
SSTI,ShotSpotter,ShotSpotter
SSTK,Shutterstock,Shutterstock
SSW,Seaspan,Seaspan
SSY,SunLink Health Systems,SunLink Health Systems
SSYS,Stratasys.,Stratasys
ST,Sensata Holding plc,Sensata Holding plc
STAA,STAAR Surgicalpany,STAAR Surgical Company
STAF,Staffing 360 Solutions,Staffing 360 Solutions
STAG,Stag Industrial,Stag Industrial
STAR,iStar,iStar
STAY,Extended Stay America,Extended Stay America
STBA,S&T Bancorp,S&T Bancorp
STC,Stewart Information Services,Stewart Information Services
STCN,Steelnect,Steel Connect
STE,STERIS plc,STERIS plc
STFC,State Auto Financial,State Auto Financial
STG,Sunlands Online Education Group American Depositary Shares representing Class A,Sunlands Online Education American Depositary Shares representing
STI,SunTrust Banks,SunTrust Banks
STIM,Neuronetics,Neuronetics
STIP,iShares 0-5 Year TIPS Bond,iShares 0-5 Year TIPS Bond
STK,Columbia Seligman Premium Technology Growth Fund,Columbia Seligman Premium Technology Growth Fund
STKL,SunOpta,SunOpta
STKS,The ONE Group Hospitality,The ONE Hospitality
STL,Sterling Bancorp,Sterling Bancorp
STLD,Steel Dynamics,Steel Dynamics
STM,STMicroelectronics N.V.,STMicroelectronics N.V.
STML,Stemline Therapeutics,Stemline Therapeutics
STMP,Stamps.com,Stamps.com
STN,Stantec,Stantec
STND,Standard AVB Financialp.,Standard AVB Financial
STNE,StoneCo.,StoneCo
STNG,Scorpio Tankers,Scorpio Tankers
STNL,Sentinel Energy Services,Sentinel Energy Services
STON,StoneMor Partners L.P. Rep Limited Partnership Interests,StoneMor Partners Rep Limited Partnership Interests
STOR,STORE Capital,STORE Capital
STPP,iPath US Treasury Steepener ETN,iPath US Treasury Steepener ETN
STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund
STRA,Strategic Education,Strategic Education
STRL,Sterlingstructionpany,Sterling Construction Company
STRM,Streamline Health Solutions,Streamline Health Solutions
STRO,Sutro Biopharma,Sutro Biopharma
STRS,Stratus Properties,Stratus Properties
STRT,STRATTEC SECURITY CORPORATION,STRATTEC SECURITY
STT,State Street,State Street
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust,STARWOOD PROPERTY TRUST Starwood Property Trust
STX,Seagate Technology PLC,Seagate Technology PLC
STXB,Spirit of Texas Bancshares,Spirit of Texas Bancshares
STZ,Constellation Brands,Constellation Brands
STZ.B,Constellation Brands,Constellation Brands
SU,Suncor Energy,Suncor Energy
SUB,iShares Short-Term National Muni Bond,iShares Short-Term National Muni Bond
SUI,Sunmunities,Sun Communities
SUM,Summit Materials Class A,Summit Materials
SUMR,Summer Infant,Summer Infant
SUN,Sunoco LP representing limited partner interests,Sunoco representing limited partner interests
SUNS,Solar Senior Capital.,Solar Senior Capital
SUNW,Sunworks,Sunworks
SUP,Superior Industries International (DE),Superior Industries International (DE)
SUPN,Supernus Pharmaceuticals,Supernus Pharmaceuticals
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Grupo Supervielle S.A. American Depositary Shares each Representing five B shares
SURF,Surface Oncology,Surface Oncology
SUSA,iShares MSCI USA ESG Select,iShares MSCI USA ESG Select
SUZ,Suzano Papel e Celulose S.A. American Depositary Shares (each representing two),Suzano Papel e Celulose S.A. American Depositary Shares (each representing two)
SVA,Sinovac Biotech.,Sinovac Biotech
SVBI,Severn Bancorp,Severn Bancorp
SVM,Silvercorp Metals,Silvercorp Metals
SVMK,SVMK,SVMK
SVRA,Savara,Savara
SVT,Servotronics,Servotronics
SVVC,Firsthand Technology Value Fund,Firsthand Technology Value Fund
SVXY,ProShares Short VIX Short Term Futures,ProShares Short VIX Short Term Futures
SWCH,Switch Class A,Switch
SWI,SolarWinds,SolarWinds
SWIR,Sierra Wireless,Sierra Wireless
SWK,Stanley Black & Decker,Stanley Black & Decker
SWKS,Skyworks Solutions,Skyworks Solutions
SWM,Schweitzer-Mauduit International,Schweitzer-Mauduit International
SWN,Southwestern Energypany,Southwestern Energy Company
SWX,Southwest Gas Holdings,Southwest Gas
SWZ,Swiss Helvetia Fund (The),Swiss Helvetia Fund (The)
SXC,SunCoke Energy,SunCoke Energy
SXCP,SunCoke Energy Partners L.P. Representing Limited partner Interests,SunCoke Energy Partners Representing Limited partner Interests
SXE,Southcross Energy Partners L.P.,Southcross Energy Partners
SXI,Standex International,Standex International
SXT,Sensient,Sensient
SXTC,China SXT Pharmaceuticals,China SXT Pharmaceuticals
SYBT,Stock Yards Bancorp,Stock Yards Bancorp
SYBX,Synlogic,Synlogic
SYF,Synchrony Financial,Synchrony Financial
SYK,Stryker,Stryker
SYKE,Sykes Enterprisesrporated,Sykes Enterprises Incorporated
SYMC,Symantec,Symantec
SYN,Synthetic Biologics,Synthetic Biologics
SYNA,Synapticsrporated,Synaptics Incorporated
SYNC,Synacor,Synacor
SYNH,Syneos Health,Syneos Health
SYNL,Synalloy,Synalloy
SYPR,Sypris Solutions,Sypris Solutions
SYRS,Syros Pharmaceuticals,Syros Pharmaceuticals
SYX,Systemax,Systemax
SYY,Sysco,Sysco
SZC,Cushing Renaissance Fund (The) of Beneficial Interest,Cushing Renaissance Fund (The) of Beneficial Interest
SZK,ProShares UltraShortsumer Goods,ProShares UltraShort Consumer Goods
SZO,DB Crude Oil Short ETN due June 1 2038,DB Crude Oil Short ETN due June 1 2038
T,AT&T,AT&T
TA,TravelCenters of America LLC,TravelCenters of America LLC
TAC,TransAlta,TransAlta
TACO,Del Taco Restaurants,Del Taco Restaurants
TACT,TransActrporated,TransAct Incorporated
TAGS,Teucrium Agricultural Fund ETV,Teucrium Agricultural Fund ETV
TAHO,Tahoe Resources (Canada),Tahoe Resources (Canada)
TAIT,Taitronponentsrporated,Taitron Components Incorporated
TAK,Takeda Pharmaceuticalpany Limited American Depositary Shares (each representing 1/2 of a share of),Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of share of)
TAL,TAL Education Group American Depositary Shares,TAL Education American Depositary Shares
TALO,Talos Energy,Talos Energy
TAN,Invesco Solar,Invesco Solar
TANH,Tantech Holdings.,Tantech
TAO,Invesco China Real Estate,Invesco China Real Estate
TAOP,Taoping,Taoping
TAP,Molsonrs Brewingpany Class B,Molson Coors Brewing Company B
TAP.A,Molsonrs Brewingpany Class A,Molson Coors Brewing Company
TARO,Taro Pharmaceutical Industries.,Taro Pharmaceutical Industries
TAST,Carrols Restaurant Group,Carrols Restaurant
TAT,TransAtlantic Petroleum (Bermuda),TransAtlantic Petroleum (Bermuda)
TATT,TAT.,TAT
TAYD,Taylor Devices,Taylor Devices
TBBK,The Bancorp,The Bancorp
TBF,ProShares Short 20+ Year Treasury,ProShares Short 20+ Year Treasury
TBI,TrueBlue,TrueBlue
TBIO,Translate Bio,Translate Bio
TBK,Triumph Bancorp,Triumph Bancorp
TBLT,ToughBuilt Industries,ToughBuilt Industries
TBNK,Territorial Bancorp,Territorial Bancorp
TBPH,Theravance Biopharma,Theravance Biopharma
TBRG,Thunder Bridge Acquisition.,Thunder Bridge Acquisition
TBT,ProShares UltraShort Lehman 20 Year Treasury,ProShares UltraShort Lehman 20 Year Treasury
TBX,ProShares Short 7 10 Year Treasury,ProShares Short 7 10 Year Treasury
TC,TuanChe Limited,TuanChe Limited
TCBI,Texas Capital Bancshares,Texas Capital Bancshares
TCBK,TriCo Bancshares,TriCo Bancshares
TCCO,Technicalmunications,Technical Communications
TCDA,Tricida,Tricida
TCF,TCF Financial,TCF Financial
TCFC,Themunity Financial,The Community Financial
TCI,Transcontinental Realty Investors,Transcontinental Realty Investors
TCMD,Tactile Systems Technology,Tactile Systems Technology
TCO,Taubman Centers,Taubman Centers
TCON,TRACON Pharmaceuticals,TRACON Pharmaceuticals
TCP,TC PipeLines LP representing Limited Partner Interests,TC PipeLines representing Limited Partner Interests
TCPC,BlackRock TCP Capitalp.,BlackRock TCP Capital
TCRD,THL Credit,THL Credit
TCS,Container Store (The),Container Store (The)
TCX,Tucows,Tucows
TD,Toronto Dominion Bank (The),Toronto Dominion Bank (The)
TDAC,Trident Acquisitionsp.,Trident Acquisitions
TDC,Teradata,Teradata
TDF,Templeton Dragon Fund,Templeton Dragon Fund
TDG,Transdigm Grouprporated,Transdigm Incorporated
TDIV,First Trust NASDAQ Technology Dividend Index Fund,First Trust NASDAQ Technology Dividend Index Fund
TDOC,Teladoc Health,Teladoc Health
TDS,Telephone and Data Systems,Telephone and Data Systems
TDTF,FlexShares iBoxx 5 Year Target Duration TIPS Index Fund,FlexShares iBoxx 5 Year Target Duration TIPS Index Fund
TDTT,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund
TDW,Tidewater,Tidewater
TDY,Teledynerporated,Teledyne Incorporated
TEAM,Atlassian Plc,Atlassian Plc
TECD,Tech Data,Tech Data
TECH,Bio-Technep,Bio-Techne
TECK,Teck Resources,Teck Resources
TECL,Direxion Technology Bull 3X Shares,Direxion Technology Bull 3X Shares
TECS,Direxion Technology Bear 3X Shares,Direxion Technology Bear 3X Shares
TEDU,Tarena International,Tarena International
TEF,Telefonica SA,Telefonica SA
TEI,Templeton Emerging Marketsme Fund,Templeton Emerging Markets Income Fund
TEL,TEnectivity. New Switzerland Registered Shares,TE Connectivity New Switzerland Registered Shares
TELL,Tellurian,Tellurian
TEN,Tenneco Class A Voting,Tenneco Voting
TENB,Tenable Holdings,Tenable
TENX,Tenax Therapeutics,Tenax Therapeutics
TEO,Telecom Argentina SA,Telecom Argentina SA
TER,Teradyne,Teradyne
TERP,TerraForm Power,TerraForm Power
TESS,TESSCOrporated,TESSCO Incorporated
TEUM,Pareteum,Pareteum
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Teva Pharmaceutical Industries Limited American Depositary Shares
TEX,Terex,Terex
TFI,SPDR Nuveen Bloomberg Barclays Municipal Bond,SPDR Nuveen Bloomberg Barclays Municipal Bond
TFSL,TFS Financial,TFS Financial
TFX,Teleflexrporated,Teleflex Incorporated
TG,Tredegar,Tredegar
TGA,TransGlobe Energy,TransGlobe Energy
TGB,Taseko Mines.,Taseko Mines
TGC,Tengasco,Tengasco
TGE,Tallgrass Energy LP Class A Shares,Tallgrass Energy Shares
TGEN,Tecogen,Tecogen
TGH,Textainer Group Holdings Limited,Textainer Limited
TGI,Triumph Group,Triumph
TGLS,Tecnoglass,Tecnoglass
TGNA,TEGNA,TEGNA
TGP,Teekay LNG Partners L.P.,Teekay LNG Partners
TGS,Transportadora de Gas del Sur SA TGS,Transportadora de Gas del Sur SA TGS
TGT,Target,Target
TGTX,TG Therapeutics,TG Therapeutics
THC,Tenet Healthcare,Tenet Healthcare
THD,iSharesMSCI Thailand,iShares MSCI Thailand
THFF,First Financial Indiana,First Financial Indiana
THG,Hanover Insurance Group,Hanover Insurance
THM,International Tower Hill Mines. (Canada),International Tower Hill Mines (Canada)
THO,Thor Industries,Thor Industries
THOR,Synthorx,Synthorx
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest
THR,Thermon Group Holdings,Thermon
THRM,Gentherm,Gentherm
THS,Treehouse Foods,Treehouse Foods
THST,Truett-Hurst,Truett-Hurst
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,Tekla World Healthcare Fund Shares of Beneficial Interest
TI,Telecom Italia S.P.A. New,Telecom Italia S.P.A. New
TI.A,Telecom Italia S.P.A. New,Telecom Italia S.P.A. New
TIBR,Tiberius Acquisition,Tiberius Acquisition
TIER,TIER REIT,TIER REIT
TIF,Tiffany &,Tiffany & Co.
TIGO,Millicom International Cellular S.A.,Millicom International Cellular S.A.
TIK,Tel-Instrument Electronicsp.,Tel-Instrument Electronics
TILE,Interface,Interface
TILT,FlexShares Mornigstar US Market Factors Tilt Index Fund,FlexShares Mornigstar US Market Factors Tilt Index Fund
TIP,iShares TIPS Bond,iShares TIPS Bond
TIPT,Tiptree,Tiptree
TIPZ,PIMCO Broad U.S. TIPS Index Exchange-Traded Fund,PIMCO Broad U.S. TIPS Index Exchange-Traded Fund
TIS,Orchids Paper Productspany,Orchids Paper Products Company
TISA,Top Image Systems.,Top Image Systems
TISI,Team,Team
TITN,Titan Machinery,Titan Machinery
TIVO,TiVo,TiVo
TJX,TJXpanies (The),TJX Companies (The)
TK,Teekay,Teekay
TKAT,Takung Art.,Takung Art Co.
TKC,Turkcell Iletisim Hizmetleri AS,Turkcell Iletisim Hizmetleri AS
TKKS,TKK Symphony Acquisition,TKK Symphony Acquisition
TKR,Timkenpany (The),Timken Company (The)
TLC,Taiwan Liposomepany.,Taiwan Liposome Company
TLF,Tandy Leather Factory,Tandy Leather Factory
TLGT,Teligent,Teligent
TLH,iShares 10-20 Year Treasury Bond,iShares 10-20 Year Treasury Bond
TLI,Western Assetporate Loan Fund,Western Asset Corporate Loan Fund
TLK,PT Telekomunikasi Indonesia Tbk,PT Telekomunikasi Indonesia Tbk
TLND,Talend S.A.,Talend S.A.
TLP,TransMontaigne Partners L.P. Transmontaigne Partners L.P. representing limited partner interests,TransMontaigne Partners Transmontaigne Partners representing limited partner interests
TLRA,Telaria,Telaria
TLRD,Tailored Brands,Tailored Brands
TLRY,Tilray,Tilray
TLSA,Tiziana Life Sciences plc,Tiziana Life Sciences plc
TLT,iShares 20+ Year Treasury Bond ETF,iShares 20+ Year Treasury Bond ETF
TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund
